Title,Series_Title,Issue_Number,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Price,Sell_Method,Num_of_Bids,Shipping_Price,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score
AMAZING SPIDER-MAN #797 DELL OTTO COLOR VIRGIN EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/W7kAAOSwsKBjfDsU/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $6.51,highest_bidder,5,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #18 MIKE MAYHEW  EXCLUSIVE SPIDERMAN BLACK CAT 1,Invincible,1,https://i.ebayimg.com/images/g/V~oAAOSwsKBjfDgk/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $3.25,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #1 CLAYTON CRAIN VIRGIN EXCLUSIVE SPIDERMAN ,Invincible,1,https://i.ebayimg.com/images/g/NewAAOSwOKZjfDq6/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $10.50,highest_bidder,9,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #6 HUMBERTO RAMOS NYCC EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/SP8AAOSwRgRjfDdR/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $5.50,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #25 ARTGERM B&W EXCLUSIVE SPIDERMAN BLACK CAT 1,Invincible,1,https://i.ebayimg.com/images/g/-KMAAOSwQVNjft8e/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $8.01,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #23 J SCOTT CAMPBELL EXCLUSIVE B&W SPIDERMAN GWEN STACY 1,Invincible,1,https://i.ebayimg.com/images/g/oLcAAOSwJY5jfuBj/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $11.50,highest_bidder,7,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #48 TYLER KIRKHAM CONNECTING VIRGIN EXCLUSIVE SPIDER-GWEN 1,Invincible,1,https://i.ebayimg.com/images/g/il8AAOSwY2VjfuEm/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $10.00,highest_bidder,5,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #796 CLAYTON CRAIN  EXCLUSIVE SPIDERMAN RED GOBLIN 1,Invincible,1,https://i.ebayimg.com/images/g/UTcAAOSwcgxjfDrZ/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $10.50,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #797 DELL OTTO EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/JHEAAOSwG3xjfDqq/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $8.50,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #25 ARTGERM VIRGIN EXCLUSIVE SPIDERMAN BLACK CAT 1,Invincible,1,https://i.ebayimg.com/images/g/roIAAOSwnYRjft88/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $14.50,highest_bidder,10,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #29 MATTINA VIRGIN EXCLUSIVE SPIDERMAN MARY JANE 1,Invincible,1,https://i.ebayimg.com/images/g/1vYAAOSwcVZjfDkO/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $11.50,highest_bidder,7,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #8 JEFF DEKAL  VIRGIN EXCLUSIVE SPIDERMAN BLACK CAT  1,Invincible,1,https://i.ebayimg.com/images/g/LNYAAOSwDfBjfDei/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $5.50,highest_bidder,7,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #48 TYLER KIRKHAM CONNECTING VIRGIN EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/t88AAOSwSlVjfuDP/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $9.50,highest_bidder,5,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #798 CLAYTON CRAIN EXCLUSIVE SPIDERMAN RED GOBLIN 1,Invincible,1,https://i.ebayimg.com/images/g/y9IAAOSwdI9jfDt4/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $8.50,highest_bidder,5,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #799 CLAYTON CRAIN  EXCLUSIVE SPIDERMAN RED GOBLIN 1,Invincible,1,https://i.ebayimg.com/images/g/XlEAAOSw37NjfDu4/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $8.00,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #1 RIAN GONZALES VIRGIN EXCLUSIVE SPIDERMAN BLACK CAT ,Invincible,1,https://i.ebayimg.com/images/g/CX4AAOSwyC5jfDYs/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $23.50,highest_bidder,16,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #1 CLAYTON CRAIN EXCLUSIVE SPIDERMAN ,Invincible,1,https://i.ebayimg.com/images/g/LCwAAOSwIZVjfDqP/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $4.25,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #10 LUCIO PARRILLO EXCLUSIVE SPIDERMAN BLACK CAT  1,Invincible,1,https://i.ebayimg.com/images/g/8M4AAOSwFdFjft58/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $5.50,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #2 DELL OTTO EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/k1UAAOSwdAJjfDp3/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $6.75,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #23 J SCOTT CAMPBELL EXCLUSIVE SPIDERMAN GWEN STACY 1,Invincible,1,https://i.ebayimg.com/images/g/nEQAAOSwDLVjft-y/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $13.50,highest_bidder,10,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
Dark Crisis On Infinite Earths #1-6 & Road to Dark Crisis Cover B Lot NM/MT,Spider-Man,1,https://i.ebayimg.com/images/g/MrwAAOSw0E9jgsvc/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $12.00,highest_bidder,1,$4.75,"Dec 03, 2022","Independence, Missouri, United States",pujolsroy5,12280
AMAZING SPIDER-MAN #796 CLAYTON CRAIN VIRGIN  EXCLUSIVE SPIDERMAN RED GOBLIN 1,Invincible,1,https://i.ebayimg.com/images/g/ppoAAOSwcj1jfDsD/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $11.49,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #1 LUCIO PARRILLO EXCLUSIVE,Invincible,1,https://i.ebayimg.com/images/g/~NIAAOSwXoRjhW90/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Power Rangers,US $3.25,highest_bidder,3,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
Spider-Men #1 CGC 9.4 1:100 Pichelli Rare Variant 1st Miles and Peter Parker,Spider-Men,1,https://i.ebayimg.com/images/g/NKQAAOSw~OZjiBIz/s-l500.jpg,Brand New,,,,,US Comics,,,,,,,,US $305.00,highest_bidder,15,$15.95,"Dec 03, 2022","Oceanside, New York, United States",tlccomics,1625
AMAZING SPIDER-MAN #30 SHANNON MAYER EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/AREAAOSwLKVjfDky/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $6.30,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
SPIDER-MAN #1! NM/NM+! Skottie Young Variant Miles Morales 1st Print Marvel 2016,Spider-Man volume 2,1,https://i.ebayimg.com/images/g/aSwAAOSwFLxjVF9D/s-l500.jpg,Brand New,Ungraded,Marvel,2016,Single Issue,US Comics,"First Printing, Boarded, Illustrated, Key Issue, Variant Cover",Modern Age (1992-Now),Cover Variant - Artist Cover,Superheroes,"Miles Morales, Spider-Man, Spider-Man (Miles Morales), Spider-Gwen, Prowler, Kingpin",,Marvel (MCU),US $22.49,buy_it_now,,$5.49,"Dec 03, 2022","Pascagoula, Mississippi, United States",mart81mart8,2006
AMAZING SPIDER-MAN #800 CLAYTON CRAIN  EXCLUSIVE SPIDERMAN RED GOBLIN 1,Invincible,1,https://i.ebayimg.com/images/g/EzsAAOSwyC5jfDv4/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $5.15,highest_bidder,3,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #800 DELL OTTO EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/xbcAAOSwuVljftvo/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $5.13,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AVENGERS #1 J SCOTT CAMPBELL EXCLUSIVE SPIDER-MAN,Invincible,1,https://i.ebayimg.com/images/g/IL4AAOSwHkNjftGC/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $3.94,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #800 DELL OTTO HALF WHITE VIRGIN EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/IOgAAOSwj1VjfDuy/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $16.70,highest_bidder,11,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #8 JEFF DEKAL EXCLUSIVE SPIDER-MAN BLACK CAT  1,Invincible,1,https://i.ebayimg.com/images/g/wt8AAOSwkTJjft1r/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $2.95,highest_bidder,2,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #800 DELL OTTO VIRGIN EXCLUSIVE SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/DdsAAOSwMS1jfDuC/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,,US $22.50,highest_bidder,14,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #19 LUCIO PARRILLO EXCLUSIVE 1,Invincible,1,https://i.ebayimg.com/images/g/cakAAOSwUdNjhW~1/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Power Rangers,US $2.55,highest_bidder,3,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
DAREDEVIL #25 TODD NAUCK HOMAGE EXCLUSIVE ELEKTRA AMAZING SPIDER-MAN 300 1,Invincible,1,https://i.ebayimg.com/images/g/ppcAAOSwq3ljftXC/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $14.29,highest_bidder,12,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
Marvel Team-Up #99 Spider-Man and Machine Man 1980 Frank Miller! Sandman! VF+,,99,https://i.ebayimg.com/images/g/DiQAAOSw~GVhA0fT/s-l500.jpg,Very Good,8.5 Very Fine+,Marvel Comics,1980,Single Issue,US Comics,"1st Edition, Boarded",Bronze Age (1970-83),Comic Book,"Action/Adventure, Superheroes","Machine Man, Sandman, Spider-Man",Marvel Team-Up,Marvel (MCU),US $9.00,buy_it_now,,FREE,"Dec 03, 2022","East Berlin, Pennsylvania, United States",orourke1997,282
Web of Spiderman 100 cgc 9.8 Marvel 1993 1st appearance Spider-Armor Nightwatch,Web of Spider-Man,100,https://i.ebayimg.com/images/g/jq0AAOSw6ili7z4v/s-l500.jpg,--,9.8 Near Mint/Mint,Marvel Comics,1993,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US $120.00,best_offer_accepted,,$9.55,"Dec 03, 2022","Cedar Lake, Indiana, United States",dave974,1735
Amazing Spider-man #127 - Vulture - 1973 - FN,Amazing Spider-Man,127,https://i.ebayimg.com/images/g/liQAAOSw4fRjYTbf/s-l500.png,Very Good,,Marvel Comics,1973,,US Comics,,Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man (Peter Parker),,,US $24.99,best_offer_accepted,,$5.00,"Dec 03, 2022","Waldorf, Maryland, United States",collectorzone,8609
EDGE OF SPIDER-VERSE #4 PEACH MOMOKO NYCC EXCLUSIVE SPIDER-MAN 1,Invincible,1,https://i.ebayimg.com/images/g/O1EAAOSw~DJjfDRL/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $17.28,highest_bidder,5,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
Amazing Spider-Man x20 Bundle! Venom What If lot,Amazing Spider-Man,,https://i.ebayimg.com/images/g/IjkAAOSwZk1jeVCx/s-l500.jpg,Very Good,,Marvel Comics,,Single Issue,US Comics,,,,,Spider-Man,Amazing Spider-Man,Marvel (MCU),GBP 26.66,buy_it_now,,GBP 25.96,"Dec 03, 2022","Manchester, United Kingdom",2013kumin,3867
EDGE OF SPIDER-VERSE #4 PEACH MOMOKO VIRGIN NYCC EXCLUSIVE SPIDER-MAN 1,Invincible,1,https://i.ebayimg.com/images/g/KAMAAOSwIxljfDSC/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $20.50,highest_bidder,6,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
AMAZING SPIDER-MAN #22 LUCIO PARRILLO EXCLUSIVE 1,Invincible,1,https://i.ebayimg.com/images/g/iQIAAOSw7VRjhXBy/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Power Rangers,US $4.26,highest_bidder,4,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
The Magic Order 3 #1-5 Complete Series NM/MT Image Comics,Spider-Man,1,https://i.ebayimg.com/images/g/ziQAAOSwehNjhW~P/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $4.00,highest_bidder,2,$4.25,"Dec 03, 2022","Independence, Missouri, United States",pujolsroy5,12280
MARY JANE AND BLACK CAT BEYOND #1 TYLER KIRKHAM VIRGIN EXCLUSIVE SPIDER-MAN ,Invincible,1,https://i.ebayimg.com/images/g/BwcAAOSwT5tjfDQs/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $26.00,highest_bidder,11,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
MARY JANE AND BLACK CAT BEYOND #1 TYLER KIRKHAM EXCLUSIVE SPIDER-MAN ,Invincible,1,https://i.ebayimg.com/images/g/pa4AAOSwCzJjfDPq/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Star Wars,US $17.28,highest_bidder,13,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
THE SPECTACULAR SPIDER-MAN 244 Marvel 1st Full Alexei Alyosha Kravinoff KRAVEN,The Spectacular Spider-Man,244,https://i.ebayimg.com/images/g/1acAAOSwWkljZweW/s-l500.jpg,Like New,,Marvel Comics,1997,Single Issue,US Comics,"1st Print, Key Issue",Modern Age (1992-Now),Comic Book,"Superhero, Action, Action/Adventure, Superheroes","Chameleon, Jack O'Lantern, Mary Jane Watson, Kraven the Hunter, Spider-Man, Kangaroo",,Marvel (MCU),US $9.99,best_offer_accepted,,$5.50,"Dec 03, 2022","Lemoyne, Pennsylvania, United States",funkyfindsandgrinds,655
SPAWN #300 TODD MCFARLANE HOMAGE VARIANT AMAZING SPIDER-MAN 1,Invincible,1,https://i.ebayimg.com/images/g/dPkAAOSw1XRjhXkx/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Power Rangers,US $15.51,highest_bidder,8,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
VENOM THE MADNESS #3 CGC 9.8 JUGGERNAUT SPIDERMAN MARVEL,Spider-Man,3,https://i.ebayimg.com/images/g/KTEAAOSwbw1jgQQK/s-l500.jpg,Brand New,,Marvel Comics,,,US Comics,,,,,"Juggernaut, Venom",,,US $27.00,highest_bidder,18,$4.25,"Dec 03, 2022","Mount Sinai, New York, United States",fazzyfaz,4633
Marvel Super Heroes Secret Wars #8 CGC 9.6 origin Spider-Man black suit symbiote,Marvel Super-Heroes Secret Wars,8,https://i.ebayimg.com/images/g/V2sAAOSwuVlji-A6/s-l500.jpg,Brand New,,Marvel Comics,,,US Comics,,,,Superheroes,,,,US $374.99,best_offer_accepted,,$13.95,"Dec 03, 2022","San Antonio, Texas, United States",gsgcomics,2888
"Amazing Spider-Man #2 Marvel Comics Series Pocket Books VG Stan Lee, Steve Ditko",Amazing Spider-Man Marvel Comics Series,2,https://i.ebayimg.com/images/g/Sc8AAOSwZ3hji6-t/s-l500.jpg,--,4.5 Very Good+,Marvel Comics,1978,Softcover,US Comics,1st Edition,Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $9.99,best_offer_accepted,,$3.49,"Dec 03, 2022","Los Angeles, California, United States",iamthebatman73,1550
VENOM THE MADNESS #2 CGC 9.8 1993 JUGGERNAUT SPIDERMAN MARVEL,Spider-Man,2,https://i.ebayimg.com/images/g/UasAAOSw9FpjgQI8/s-l500.jpg,Brand New,,Marvel Comics,1993,,US Comics,,,,,"Juggernaut, Venom",,,US $31.25,highest_bidder,11,$4.25,"Dec 03, 2022","Mount Sinai, New York, United States",fazzyfaz,4633
The Amazing Spider-Man  # 109 VF Enter Dr. Strange Marvel Comics  SA,The Amazing Spider-Man,109,https://i.ebayimg.com/images/g/SOYAAOSwj5BjMzZ2/s-l500.png,Like New,8.0 Very Fine,Marvel Comics,None,Softcover,US Comics,,Bronze Age (1970-83),none,,Spider-Man,,None,US $49.99,buy_it_now,,$4.95,"Dec 03, 2022","Gainesville, Florida, United States",allstar-comics,51939
All-out Avengers #1-3 Lot NM/MT,Spider-Man,1,https://i.ebayimg.com/images/g/oREAAOSwc6ZjhXWC/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $4.26,highest_bidder,4,$3.75,"Dec 03, 2022","Independence, Missouri, United States",pujolsroy5,12280
VENOM THE MADDNESS #1 CGC 9.4 1993 JUGGERNAUT EMBOSSED COVER SPIDERMAN MARVEL,Spider-Man,1,https://i.ebayimg.com/images/g/-7YAAOSw0uBjgQG3/s-l500.jpg,Brand New,,Marvel Comics,1993,,US Comics,,,,,Juggernaut,,,US $17.50,highest_bidder,8,$4.25,"Dec 03, 2022","Mount Sinai, New York, United States",fazzyfaz,4633
Giant-Size Spider-Man Comics # 4 (1975) 3rd Appearance of the Punisher,Amazing Spider-Man,4,https://i.ebayimg.com/images/g/8UkAAOSwAhdjYahe/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,1975,Single Issue,US Comics,,Bronze Age (1970-83),,Superheroes,Punisher,,,US $59.95,buy_it_now,,$7.95,"Dec 03, 2022","Champlain, New York, United States",comix-plus,1829
VENOM TOOTH AND CLAW #2 CGC 9.8 1997 WOLVERINE SPIDERMAN ,Spider-Man,2,https://i.ebayimg.com/images/g/OmEAAOSwo75jgQTB/s-l500.jpg,Brand New,,,1997,,US Comics,,,,,Venom,,,US $23.50,highest_bidder,13,$4.25,"Dec 03, 2022","Mount Sinai, New York, United States",fazzyfaz,4633
X-Men '92 House of XCII #1-5 Complete Series NM/MT,Spider-Man,1,https://i.ebayimg.com/images/g/1-0AAOSwqkFjgtYq/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $4.00,highest_bidder,1,$4.25,"Dec 03, 2022","Independence, Missouri, United States",pujolsroy5,12280
AMAZING SPIDER-MAN #6 JOHN ROMITA INCENTIVE VIRGIN VARIANT SPIDERMAN 1,Invincible,1,https://i.ebayimg.com/images/g/y1IAAOSwVuFjhXnn/s-l500.jpg,--,9.4 NM,Dynamite Entertainment,2022,Softcover,US Comics,First Printing,,Virgin Variant,Vampire,Vampirella,,Power Rangers,US $30.00,highest_bidder,20,$6.00,"Dec 03, 2022","Bronx, New York, United States",nata_willi,4950
Amazing Spiderman #37 1st Norman Osborn Cgc 3.5,Amazing Spider-Man,37,https://i.ebayimg.com/images/g/PgEAAOSwLRpjgqWo/s-l500.jpg,Very Good,3.5 Very Good-,Marvel Comics,,,US Comics,,Silver Age (1956-69),Comic Book,,Spider-Man (Peter Parker),,,US $105.00,highest_bidder,3,$17.05,"Dec 03, 2022","Kissimmee, Florida, United States",stacyrios,827
"Spider-Man #13 -Sub-City, pt. 1",Spider-Man,13,https://i.ebayimg.com/images/g/bBwAAOSw05FjcmQz/s-l500.jpg,Acceptable,,Marvel Comics,1991,Softcover,US Comics,,Copper Age (1984-1991),,Superheroes,Spider-Man (Peter Parker),,,US $3.99,highest_bidder,1,$7.50,"Dec 03, 2022","Columbus, Ohio, United States",aadmjd,4085
,Amazing Spider-Man,14,,,9.4 Near Mint,Marvel,2022,Single Issue,US Comics,,Modern Age (1992-Now),,Superhero,Spider-Man,,,,,,,,,,
,Dark Web,,,,9.6 NM+,Marvel Comics,,,,,Modern Age (1992-Now),,,"Spider-Man (Miles Morales), Spider-Man",,Marvel (MCU),,,,,,,,
ULTIMATE SPIDERMAN #3 1ST PRINT COVER A BAGLEY MARVEL COMICS 2001 EB17,Ultimate Spider-Man,3,https://i.ebayimg.com/images/g/9tEAAOSwyHhh7s-v/s-l500.jpg,Brand New,9.2 Near Mint-,Marvel Comics,2021,,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,,,,,US $3.99,buy_it_now,,$4.99,"Dec 03, 2022","Chattanooga, Tennessee, United States",epikosccg,11714
Immortal Red Sonja Linsner Cover #1-8 Lot NM/MT Dynamite Comics,Spider-Man,1,https://i.ebayimg.com/images/g/L0MAAOSwddRjgsHE/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $22.02,highest_bidder,11,$4.75,"Dec 03, 2022","Independence, Missouri, United States",pujolsroy5,12280
Spider-Man #1 (1990 Marvel Comics) 1st Print Newsstand Variant,,,https://i.ebayimg.com/images/g/~oUAAOSw~DFjfDUg/s-l500.jpg,--,,Marvel,,,,,,,,Spider-Man,,,US $20.00,highest_bidder,9,$7.99,"Dec 03, 2022","Columbus, Georgia, United States",uncanny_stash,25426
